"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"212","16989782","6795 Alvarado Rd UNIT 7, San Diego, CA 92120","32.77604","-117.053055","499000","USD","2","2","1120 sqft","","","2650","32","","False","https://photos.zillowstatic.com/fp/42064b4cc2da40abba8139ecf4d37ceb-p_e.jpg","FOR SALE","Townhouse for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6795-Alvarado-Rd-UNIT-7-San-Diego-CA-92120/16989782_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"448","2053077541","Plan 2 Plan, Avenue at Central","37.31778","-121.95382","1240990","USD","2","3","1536 sqft","","1232900","4300","44","","False","https://photos.zillowstatic.com/fp/2f7c619164c6cd67d723767e947fcec5-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/community/avenue-at-central/2053077541_zpid/","https://www.zillow.com/san-jose-ca/11_p/"
"115","88782967","1132 Las Flores Dr, Carlsbad, CA 92008","33.171074","-117.34807","1299999","USD","3","2","1828 sqft","","1254900","4344","79","","False","https://photos.zillowstatic.com/fp/f4660d52441ba9031d2ff1462dd47916-p_e.jpg","FOR SALE","Condo for sale","Dreamscape Real Estate","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1132-Las-Flores-Dr-Carlsbad-CA-92008/88782967_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"83","99484137","10529 Gaylemont Ln, San Diego, CA 92130","32.924263","-117.20842","2500000","USD","3","5","2734 sqft","","2552700","7762","3","","False","https://photos.zillowstatic.com/fp/e38d9fce001e07256409c819a1f25884-p_e.jpg","FOR SALE","House for sale","RE/MAX Connections","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/10529-Gaylemont-Ln-San-Diego-CA-92130/99484137_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"450","16948068","3536 Sydney Pl, San Diego, CA 92116","32.770515","-117.11509","1235000","USD","2","3","1005 sqft","","1270700","3394","19","","False","https://photos.zillowstatic.com/fp/05dace2b692499c5f67b59e5d04f9d21-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3536-Sydney-Pl-San-Diego-CA-92116/16948068_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"510","52519878","2244 2nd Ave UNIT 39, San Diego, CA 92101","32.728912","-117.16331","789000","USD","2","2","1145 sqft","","","3394","17","","False","https://photos.zillowstatic.com/fp/0e6f8447320c4fc11551db99a716fedc-p_e.jpg","FOR SALE","Condo for sale","Market Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2244-2nd-Ave-UNIT-39-San-Diego-CA-92101/52519878_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"128","123742267","2005 Costa Del Mar Rd, Carlsbad, CA 92009","33.09061","-117.26668","835000","USD","2","1","796 sqft","","","2893","87","","False","https://photos.zillowstatic.com/fp/30d17ce8dd50fea52cb314cb96afc712-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2005-Costa-Del-Mar-Rd-Carlsbad-CA-92009/123742267_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"311","153403759","258 Lynette Way, San Jose, CA 95116","37.349205","-121.84889","1395000","USD","2","4","1584 sqft","","1477200","2720","5","","False","https://photos.zillowstatic.com/fp/ab19478051c0f9e0ac15ef9b374ffa2b-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/258-Lynette-Way-San-Jose-CA-95116/153403759_zpid/","https://www.zillow.com/san-jose-ca/8_p/"
"53","16660992","2348 La Costa Ave UNIT 303, Carlsbad, CA 92009","33.08799","-117.260056","499000","USD","2","1","842 sqft","","488100","2710","64","","False","https://photos.zillowstatic.com/fp/856a39ea5a8dcec4ab184c2c286f0b72-p_e.jpg","FOR SALE","Condo for sale","eXp Realty of Southern California, Inc.","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2348-La-Costa-Ave-UNIT-303-Carlsbad-CA-92009/16660992_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"754","63776151","4860 Rolando Ct UNIT 8, San Diego, CA 92115","32.76753","-117.0584","345000","USD","1","1","578 sqft","","336900","1944","23","","False","https://photos.zillowstatic.com/fp/b006bbbf4246ad355a76cda83cc93d88-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4860-Rolando-Ct-UNIT-8-San-Diego-CA-92115/63776151_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"118","16620258","2889 Sanford Ln, Carlsbad, CA 92010","33.166492","-117.30093","799000","USD","3","3","1693 sqft","","923400","4311","1","","False","https://photos.zillowstatic.com/fp/e4e80b2a91ca63a4f7a20365218ea2e4-p_e.jpg","FOR SALE","Coming soon","Lantern Bay Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2889-Sanford-Ln-Carlsbad-CA-92010/16620258_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"604","17197091","7225 Navajo Rd UNIT 227, San Diego, CA 92119","32.80396","-117.039764","615000","USD","3","2","1166 sqft","","607400","2892","59","","False","https://photos.zillowstatic.com/fp/dfe60642d923e66c4edaf7d9f895b3f0-p_e.jpg","FOR SALE","Condo for sale","Coastal Premier Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7225-Navajo-Rd-UNIT-227-San-Diego-CA-92119/17197091_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"93","16647549","1196 Larkspur Ln, Carlsbad, CA 92008","33.154156","-117.33337","2195000","USD","3","3","1690 sqft","","2268000","4874","12","","False","https://photos.zillowstatic.com/fp/af1aa69968f44d81399835fd2af72264-p_e.jpg","FOR SALE","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1196-Larkspur-Ln-Carlsbad-CA-92008/16647549_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"56","94701175","500 Spanish Springs Dr, San Luis Obispo, CA 93401","35.17163","-120.62917","8500000","USD","2","3","1672 sqft","","8050300","11056","30","","False","https://photos.zillowstatic.com/fp/c403899cb222e8a67e701a5dd33b0286-p_e.jpg","FOR SALE","House for sale","Richardson Sotheby's International Realty","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/500-Spanish-Springs-Dr-San-Luis-Obispo-CA-93401/94701175_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"377","16765672","13724 Ruette Le Parc UNIT C, Del Mar, CA 92014","32.948536","-117.24531","795000","USD","2","2","1164 sqft","","822400","3499","2","","False","https://photos.zillowstatic.com/fp/a11336698cbe4cadad4b44f3d910cd4f-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13724-Ruette-Le-Parc-UNIT-C-Del-Mar-CA-92014/16765672_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"77","325857307","110 Fairbridge, Irvine, CA 92618","33.678413","-117.746895","1950000","USD","4","4","2128 sqft","","1950400","5260","36","","False","https://photos.zillowstatic.com/fp/1307ed64600375860a5f3095ec64c40a-p_e.jpg","FOR SALE","House for sale","EpicPoint Properties","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/110-Fairbridge-Irvine-CA-92618/325857307_zpid/","https://www.zillow.com/irvine-ca/2_p/"
"38","68519561","2862 Mabury Rd, San Jose, CA 95133","37.380787","-121.84622","1370000","USD","2","4","1590 sqft","","1424500","4400","2","","False","https://photos.zillowstatic.com/fp/942564ad64bebe95202bef119246a79e-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2862-Mabury-Rd-San-Jose-CA-95133/68519561_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"70","25491752","38 Seton Rd, Irvine, CA 92612","33.666767","-117.81915","1435000","USD","2","3","1793 sqft","","1490000","4647","10","","False","https://photos.zillowstatic.com/fp/8471e97422c6311a26d1489d11a26b69-p_e.jpg","FOR SALE","House for sale","First Team Real Estate","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/38-Seton-Rd-Irvine-CA-92612/25491752_zpid/","https://www.zillow.com/irvine-ca/2_p/"
"461","140027275","11855 Caminito Ronaldo UNIT 110, San Diego, CA 92128","33.03293","-117.076","625000","USD","2","2","1080 sqft","","641500","2814","2","","False","https://photos.zillowstatic.com/fp/cc3d9a08582e4daab3512f81592ab880-p_e.jpg","FOR SALE","Condo for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/11855-Caminito-Ronaldo-UNIT-110-San-Diego-CA-92128/140027275_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"257","250554889","1850 Evans Ln SPACE 69, San Jose, CA 95125","37.296623","-121.8746","195000","USD","1","1","516 sqft","","201600","335","23","","False","https://photos.zillowstatic.com/fp/230813273d802918d34ea46b86ebb934-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1850-Evans-Ln-SPACE-69-San-Jose-CA-95125/250554889_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"293","64857322","3572 Sunset Ln UNIT 81, San Diego, CA 92173","32.558857","-117.05687","369999","USD","1","2","576 sqft","","347800","2050","3","","False","https://photos.zillowstatic.com/fp/3a39a0b98ea0da80633a0f9e3295e7c7-p_e.jpg","FOR SALE","Condo for sale","Team Z Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3572-Sunset-Ln-UNIT-81-San-Diego-CA-92173/64857322_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"476","95064026","991 Sigsbee St, San Diego, CA 92113","32.703053","-117.14794","799000","USD","3","3","1505 sqft","","","4644","45","","False","https://photos.zillowstatic.com/fp/8b0ce611268a3386badb958ccd152495-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/991-Sigsbee-St-San-Diego-CA-92113/95064026_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"799","16839716","7734 Esterel Dr, La Jolla, CA 92037","32.848824","-117.24583","5995000","USD","5","5","4886 sqft","","5787100","19536","29","","False","https://photos.zillowstatic.com/fp/abef6f22b3a5a0d7ef7d3fed285c6daa-p_e.jpg","FOR SALE","House for sale","Universal Elite Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7734-Esterel-Dr-La-Jolla-CA-92037/16839716_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"106","122244272","242 Rockefeller, Irvine, CA 92612","33.675537","-117.847015","1688000","USD","3","3","2290 sqft","","1655400","5161","84","","False","https://photos.zillowstatic.com/fp/ff0b1c649e0f97dde29ec18226b78862-p_e.jpg","FOR SALE","Townhouse for sale","Douglas Elliman of California","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/242-Rockefeller-Irvine-CA-92612/122244272_zpid/","https://www.zillow.com/irvine-ca/3_p/"
"773","17199656","4060 Huerfano Ave UNIT 123, San Diego, CA 92117","32.81474","-117.21741","435000","USD","1","1","613 sqft","","","2350","25","","False","https://photos.zillowstatic.com/fp/f2ba9c0a9e54b2fa6ec54e611cc136c9-p_e.jpg","FOR SALE","Condo for sale","House in SD Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4060-Huerfano-Ave-UNIT-123-San-Diego-CA-92117/17199656_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"244","16979127","5632 Lone Star Dr, San Diego, CA 92120","32.806988","-117.07132","1225000","USD","3","4","1910 sqft","","1233900","4600","9","","False","https://photos.zillowstatic.com/fp/3923e8d0a564a4b943b6cc602aa0b4f0-p_e.jpg","FOR SALE","House for sale","RE/MAX Connection","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5632-Lone-Star-Dr-San-Diego-CA-92120/16979127_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"35","16660571","2413 La Costa Ave UNIT A, Carlsbad, CA 92009","33.087143","-117.26065","850000","USD","3","2","1350 sqft","","836400","3686","3","","False","https://photos.zillowstatic.com/fp/f28f5acc1455cd188ffb483d20b8fd50-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2413-La-Costa-Ave-UNIT-A-Carlsbad-CA-92009/16660571_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"88","145648079","101 Preserve, Irvine, CA 92618","33.63109","-117.75618","8995000","USD","7","6","5453 sqft","","9049200","18522","12","","False","https://photos.zillowstatic.com/fp/c3075ad1ee25ef0d3e4bfa1195242c61-p_e.jpg","FOR SALE","House for sale","Surterre Properties Inc.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/101-Preserve-Irvine-CA-92618/145648079_zpid/","https://www.zillow.com/irvine-ca/3_p/"
"133","140609258","7142 Santa Rosa St #87, Carlsbad, CA 92011","33.099648","-117.31338","259900","USD","2","2","1440 sqft","","244700","1197","99","","False","https://photos.zillowstatic.com/fp/6a889193a804c00e3046652316d720cc-p_e.jpg","FOR SALE","Home for sale","Pacific Coast Home Real Estate","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7142-Santa-Rosa-St-87-Carlsbad-CA-92011/140609258_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"119","140609501","7309 San Benito St #331, Carlsbad, CA 92011","33.099316","-117.31244","390000","USD","2","2","1040 sqft","","","","30","","False","https://photos.zillowstatic.com/fp/e03bdaa3d0a67ee8958c3c15d18f784c-p_e.jpg","FOR SALE","Home for sale","HomeSmart Realty West","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7309-San-Benito-St-331-Carlsbad-CA-92011/140609501_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"131","2061922804","195 Blossom Hill Rd #180, San Jose, CA 95123","37.252304","-121.812355","209900","USD","2","2","1368 sqft","","","2500","1","","False","https://photos.zillowstatic.com/fp/915a8b22c2752f82623f19b56b8a407f-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/195-Blossom-Hill-Rd-180-San-Jose-CA-95123/2061922804_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"557","341914685","12942 Peppergrass Creek Gate #52, San Diego, CA 92130","32.962074","-117.186646","1550000","USD","4","4","2032 sqft","","","","12","","False","https://photos.zillowstatic.com/fp/8523a9e81a99b22b35c00cc2a65f41c0-p_e.jpg","FOR SALE","Townhouse for sale","Pacific Coast International Corporation","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12942-Peppergrass-Creek-Gate-52-San-Diego-CA-92130/341914685_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"39","25575567","22803 Seaway Dr, Laguna Niguel, CA 92677","33.499416","-117.73141","7790000","USD","6","6","7000 sqft","","","23082","11","","False","https://photos.zillowstatic.com/fp/76f3ea734ea901c15c7447bf3ceeca23-p_e.jpg","FOR SALE","House for sale","Rodeo Realty","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/22803-Seaway-Dr-Laguna-Niguel-CA-92677/25575567_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"565","16946042","1369 Caminito Gabaldon UNIT G, San Diego, CA 92108","32.7723","-117.151794","375000","USD","1","0","506 sqft","","381500","1849","8","","False","https://photos.zillowstatic.com/fp/a9522ed1a8ec03e884e1addbed1984c1-p_e.jpg","FOR SALE","Condo for sale","Kevin Scott Elliott","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1369-Caminito-Gabaldon-UNIT-G-San-Diego-CA-92108/16946042_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"352","19721204","38 Silcreek Dr, San Jose, CA 95116","37.355637","-121.85209","599000","USD","2","2","1318 sqft","","625100","3114","35","","False","https://photos.zillowstatic.com/fp/f5e0ff4843c52d2756e7610c5b08f16d-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/38-Silcreek-Dr-San-Jose-CA-95116/19721204_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"629","16833786","9740 Mesa Springs Way UNIT 57, San Diego, CA 92126","32.900276","-117.11797","629000","USD","2","2","1041 sqft","","635300","2895","23","","False","https://photos.zillowstatic.com/fp/3763f342b200dc8c43ee4c72dd1c2f0f-p_e.jpg","FOR SALE","Condo for sale","Advantage Realty & Mortgage","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/9740-Mesa-Springs-Way-UNIT-57-San-Diego-CA-92126/16833786_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"80","16769079","3595 Santoro Way, San Diego, CA 92130","32.95754","-117.23933","2349000","USD","3","4","2554 sqft","","2417300","7462","2","","False","https://photos.zillowstatic.com/fp/ab49d5ce2f64a5c0cb71a0291634710b-p_e.jpg","FOR SALE","House for sale","Coastal Luxe Properties, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3595-Santoro-Way-San-Diego-CA-92130/16769079_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"105","344063123","58 Suede, Irvine, CA 92602","33.753403","-117.75783","4250000","USD","4","4","3267 sqft","","","","1","","False","https://photos.zillowstatic.com/fp/5fee7a317dccbb5e83b940859e3b324d-p_e.jpg","FOR SALE","New construction","Keller Williams Realty Irvine","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/58-Suede-Irvine-CA-92602/344063123_zpid/","https://www.zillow.com/irvine-ca/3_p/"
"89","16655804","2376 Caringa Way UNIT D, Carlsbad, CA 92009","33.09484","-117.255615","669500","USD","3","2","1080 sqft","","660800","3299","51","","False","https://photos.zillowstatic.com/fp/2959e09344a75f454e1efd9644bcdf1f-p_e.jpg","FOR SALE","Condo for sale","Carmen Cooley-Graham Broker","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2376-Caringa-Way-UNIT-D-Carlsbad-CA-92009/16655804_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"497","140633940","1833 Cindy St, San Diego, CA 92154","32.586742","-117.093544","224900","USD","2","3","880 sqft","","226000","738","14","","False","https://photos.zillowstatic.com/fp/e8d3afa966be9b6272acf78b5ec5a86c-p_e.jpg","FOR SALE","Home for sale","Homes Chula Vista","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1833-Cindy-St-San-Diego-CA-92154/140633940_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"292","19714206","1117 S 9th St, San Jose, CA 95112","37.323177","-121.86981","1195000","USD","2","4","1830 sqft","","1178800","4349","17","","False","https://photos.zillowstatic.com/fp/54f9490659adb987e73ea1629159c80e-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1117-S-9th-St-San-Jose-CA-95112/19714206_zpid/","https://www.zillow.com/san-jose-ca/8_p/"
"721","17113093","933 Harlan Cir, San Diego, CA 92114","32.716015","-117.03613","1199000","USD","3","5","1827 sqft","","1209900","4600","22","","False","https://photos.zillowstatic.com/fp/edfeddca516efb5833e31d1b301f5070-p_e.jpg","FOR SALE","House for sale","Balboa Real Estate, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/933-Harlan-Cir-San-Diego-CA-92114/17113093_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"34","25677916","19 Caribbean Ct #218, Laguna Niguel, CA 92677","33.51475","-117.683","829000","USD","2","3","1220 sqft","","842700","2387","23","","False","https://photos.zillowstatic.com/fp/0a5d5ed5e92e714aac1f387e7942040f-p_e.jpg","FOR SALE","Condo for sale","Bullock Russell RE Services","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/19-Caribbean-Ct-218-Laguna-Niguel-CA-92677/25677916_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"339","19784981","10125 Rose View Dr, San Jose, CA 95127","37.377384","-121.79924","2059000","USD","2","3","2034 sqft","","2062900","4099","19","","False","https://photos.zillowstatic.com/fp/ac097f77187600965f3ae14b0b5f66d8-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/10125-Rose-View-Dr-San-Jose-CA-95127/19784981_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"399","2053077546","Plan 4 Plan, Avenue at Central","37.31778","-121.95382","1192990","USD","2","3","1509 sqft","","1186500","4300","44","","False","https://photos.zillowstatic.com/fp/60b06c3582602e707040179606a5eb7c-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/community/avenue-at-central/2053077546_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"96","17004303","4906 Auburn Dr, San Diego, CA 92105","32.746822","-117.08907","739999","USD","1","3","1122 sqft","","775900","3499","10","","False","https://photos.zillowstatic.com/fp/ae14d867ee5c96e607812fe7f45ee68a-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4906-Auburn-Dr-San-Diego-CA-92105/17004303_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"452","2053077617","Plan 1 Plan, Avenue at Central","37.31778","-121.95382","1087990","USD","2","2","1423 sqft","","1080300","3900","44","","False","https://photos.zillowstatic.com/fp/60b06c3582602e707040179606a5eb7c-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/community/avenue-at-central/2053077617_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"210","82235449","3219 Franklin Ave, San Diego, CA 92113","32.70194","-117.12457","695000","USD","2","3","1130 sqft","","","3499","1","","False","https://photos.zillowstatic.com/fp/b2db5b7ffcf5f70bd445229477e8cc3c-p_e.jpg","FOR SALE","House for sale","The Jake May Team, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3219-Franklin-Ave-San-Diego-CA-92113/82235449_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"140","19782832","758 Candlestick Way, San Jose, CA 95127","37.36503","-121.811966","1249999","USD","3","5","1653 sqft","","","4147","7","","False","https://photos.zillowstatic.com/fp/b29a70b92366fcfc4a232c19e53a9974-p_e.jpg","FOR SALE","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/758-Candlestick-Way-San-Jose-CA-95127/19782832_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"165","79814099","5082 Scholarship, Irvine, CA 92612","33.666317","-117.852905","1050000","USD","2","1","1349 sqft","","","2875","11","","False","https://photos.zillowstatic.com/fp/4951c93c94b4817be7788085784a2143-p_e.jpg","FOR SALE","Condo for sale","The Michael Walsh Realty Group","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/5082-Scholarship-Irvine-CA-92612/79814099_zpid/","https://www.zillow.com/irvine-ca/5_p/"
"154","54978728","1208 Timberwood, Irvine, CA 92620","33.72881","-117.75188","939000","USD","3","2","1388 sqft","","941900","2870","93","","False","https://photos.zillowstatic.com/fp/e876aa5d1cee976f8430cd0689598e6f-p_e.jpg","FOR SALE","Condo for sale","First Team Real Estate","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/1208-Timberwood-Irvine-CA-92620/54978728_zpid/","https://www.zillow.com/irvine-ca/4_p/"
"113","52506639","4007 Canario St APT E, Carlsbad, CA 92008","33.14799","-117.33878","1399900","USD","4","2","1869 sqft","","1330400","4288","117","","False","https://photos.zillowstatic.com/fp/5689b755c8c861435a225938ef318efa-p_e.jpg","FOR SALE","Condo for sale","NuPacifica Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/4007-Canario-St-APT-E-Carlsbad-CA-92008/52506639_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"34","82939252","1011 Beyer Way SPACE 51, San Diego, CA 92154","32.577087","-117.06093","285000","USD","2","3","1344 sqft","","290100","778","4","","False","https://photos.zillowstatic.com/fp/c735b1977f02fb11d02c59c8e1280958-p_e.jpg","FOR SALE","Home for sale","Ansley Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1011-Beyer-Way-SPACE-51-San-Diego-CA-92154/82939252_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"401","72109417","321 10th Ave UNIT 703, San Diego, CA 92101","32.708878","-117.15507","489000","USD","1","1","621 sqft","","","","19","","False","https://photos.zillowstatic.com/fp/327623e7341b1ea398964baa3cf003d4-p_e.jpg","FOR SALE","Condo for sale","The Nelson Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/321-10th-Ave-UNIT-703-San-Diego-CA-92101/72109417_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"713","16941069","1344 Monitor Rd, San Diego, CA 92110","32.771786","-117.19893","2199900","USD","4","4","3440 sqft","","2197900","8339","17","","False","https://photos.zillowstatic.com/fp/5bae99ff2c3a4a657ce101d23c269b27-p_e.jpg","FOR SALE","House for sale","RE/MAX Pacific","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1344-Monitor-Rd-San-Diego-CA-92110/16941069_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"498","2054758960","205 5th Ave #934, San Diego, CA 92101","32.707462","-117.15979","275000","USD","1","1","318 sqft","","271600","949","128","","False","https://photos.zillowstatic.com/fp/7af1ba12557d7a0eac78762699f34acf-p_e.jpg","FOR SALE","Condo for sale","Pacific Investment Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/205-5th-Ave-934-San-Diego-CA-92101/2054758960_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"196","19643129","6790 Bollinger Rd, San Jose, CA 95129","37.309578","-122.02307","2398000","USD","2","4","1249 sqft","","","","10","","False","https://photos.zillowstatic.com/fp/699ff9eee86028e5f15ad3c5266d7f0b-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6790-Bollinger-Rd-San-Jose-CA-95129/19643129_zpid/","https://www.zillow.com/san-jose-ca/5_p/"
